127.0.0.1 - - [23/Apr/2020:09:32:40 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [23/Apr/2020:12:57:36 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 4816896
0:0:0:0:0:0:0:1 - - [23/Apr/2020:12:57:37 +0900] "GET /WebUI/1_html5_class/02_html5_list_%EC%97%B0%EC%8A%B5.html HTTP/1.1" 200 1042
0:0:0:0:0:0:0:1 - - [23/Apr/2020:12:57:38 +0900] "GET /WebUI/images/sample/curry.jpg HTTP/1.1" 200 33356
0:0:0:0:0:0:0:1 - - [23/Apr/2020:12:57:38 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:12:59:13 +0900] "GET /WebUI/1_html5_class/02_html5_list_%EC%97%B0%EC%8A%B5.html HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [23/Apr/2020:12:59:13 +0900] "GET /WebUI/images/sample/curry.jpg HTTP/1.1" 200 33356
0:0:0:0:0:0:0:1 - - [23/Apr/2020:12:59:13 +0900] "GET /WebUI/media/Over_the_Horizon.mp3 HTTP/1.1" 206 4841344
0:0:0:0:0:0:0:1 - - [23/Apr/2020:12:59:13 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 5175500
0:0:0:0:0:0:0:1 - - [23/Apr/2020:12:59:13 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 30924
0:0:0:0:0:0:0:1 - - [23/Apr/2020:12:59:14 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 5109964
0:0:0:0:0:0:0:1 - - [23/Apr/2020:12:59:14 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:12:59:14 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:12:59:15 +0900] "GET /WebUI/1_html5_class/02_html5_list_%EC%97%B0%EC%8A%B5.html HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [23/Apr/2020:12:59:15 +0900] "GET /WebUI/images/sample/curry.jpg HTTP/1.1" 200 33356
0:0:0:0:0:0:0:1 - - [23/Apr/2020:12:59:15 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:12:59:15 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:00:22 +0900] "GET /WebUI/1_html5_class/02_html5_list_%EC%97%B0%EC%8A%B5.html HTTP/1.1" 200 1082
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:00:22 +0900] "GET /WebUI/images/sample/curry.jpg HTTP/1.1" 200 33356
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:00:22 +0900] "GET /WebUI/media/Over_the_Horizon.mp3 HTTP/1.1" 206 2514816
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:00:22 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 5175500
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:00:22 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 30924
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:00:22 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:00:22 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 5079040
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:00:22 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:00:24 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 2129920
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:00:52 +0900] "GET /WebUI/1_html5_class/02_html5_list_%EC%97%B0%EC%8A%B5.html HTTP/1.1" 200 1086
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:00:52 +0900] "GET /WebUI/images/sample/sensitive.jpg HTTP/1.1" 200 7605
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:00:52 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:00:52 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:02:01 +0900] "GET /WebUI/1_html5_class/02_html5_list_%EC%97%B0%EC%8A%B5.html HTTP/1.1" 200 1095
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:02:01 +0900] "GET /WebUI/images/sample/sensitive.jpg HTTP/1.1" 200 7605
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:02:01 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 5175500
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:02:01 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 30924
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:02:01 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 4947968
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:02:01 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:02:01 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:02:42 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:03:09 +0900] "GET /WebUI/1_html5_class/02_html5_list_%EC%97%B0%EC%8A%B5.html HTTP/1.1" 200 1185
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:03:09 +0900] "GET /WebUI/images/sample/sensitive.jpg HTTP/1.1" 200 7605
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:03:09 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 2586828
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:03:09 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 30924
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:03:09 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:03:09 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:03:09 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 2555904
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:03:16 +0900] "GET /WebUI/media/Over_the_Horizon.mp3 HTTP/1.1" 206 2326528
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:03:16 +0900] "GET /WebUI/media/Over_the_Horizon.mp3 HTTP/1.1" 206 1802240
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:03:18 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 2588672
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:03:18 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 2064384
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:03:18 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 204
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:03:18 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 2064384
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:03:21 +0900] "GET /WebUI/1_html5_class/01_html5_section.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:03:27 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:03:29 +0900] "GET /WebUI/media/Over_the_Horizon.mp3 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:03:54 +0900] "GET /WebUI/1_html5_class/02_html5_list_%EC%97%B0%EC%8A%B5.html HTTP/1.1" 200 1185
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:03:54 +0900] "GET /WebUI/images/sample/sensitive.jpg HTTP/1.1" 200 7605
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:03:54 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 2586828
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:03:54 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 30924
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:03:54 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:03:54 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:03:54 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 2555904
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:09:24 +0900] "GET /WebUI/1_html5_class/02_html5_list_%EC%97%B0%EC%8A%B5.html HTTP/1.1" 200 1278
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:09:24 +0900] "GET /WebUI/images/sample/sensitive.jpg HTTP/1.1" 200 7605
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:09:24 +0900] "GET /WebUI/media/Over_the_Horizon.mp3 HTTP/1.1" 206 4841344
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:09:24 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 5175500
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:09:24 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 30924
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:09:24 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 4913356
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:09:24 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:09:24 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:11:19 +0900] "GET /WebUI/1_html5_class/02_html5_list_%EC%97%B0%EC%8A%B5.html HTTP/1.1" 200 1278
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:11:19 +0900] "GET /WebUI/images/sample/sensitive.jpg HTTP/1.1" 200 7605
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:11:19 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 5175500
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:11:19 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 30924
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:11:19 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 4913356
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:11:19 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:11:20 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:11:28 +0900] "GET /WebUI/1_html5_class/02_html5_list_%EC%97%B0%EC%8A%B5.html HTTP/1.1" 200 1279
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:11:28 +0900] "GET /WebUI/images/sample/sensitive.jpg HTTP/1.1" 200 7605
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:11:28 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:11:29 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:11:37 +0900] "GET /WebUI/1_html5_class/02_html5_list_%EC%97%B0%EC%8A%B5.html HTTP/1.1" 200 1279
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:11:37 +0900] "GET /WebUI/images/sample/sensitive.jpg HTTP/1.1" 200 7605
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:11:37 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:11:37 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:13:38 +0900] "GET /WebUI/1_html5_class/02_html5_list_%EC%97%B0%EC%8A%B5.html HTTP/1.1" 200 1378
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:13:38 +0900] "GET /WebUI/images/sample/sensitive.jpg HTTP/1.1" 200 7605
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:13:39 +0900] "GET /WebUI/media/Over_the_Horizon.mp3 HTTP/1.1" 206 2613120
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:13:39 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 5175500
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:13:39 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 30924
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:13:39 +0900] "GET /WebUI/media/kakaotalk_1584894240868.mp4 HTTP/1.1" 206 4847820
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:13:39 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:13:40 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:17:06 +0900] "GET /WebUI/1_html5_class/03_html5_text.html HTTP/1.1" 200 1539
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:17:06 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:17:06 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:17:42 +0900] "GET /WebUI/1_html5_class/01_html5_section.html HTTP/1.1" 200 7305
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:37:00 +0900] "GET /WebUI/1_html5_class/03_html5_text.html HTTP/1.1" 200 1550
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:37:00 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:37:00 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:37:00 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:37:02 +0900] "GET /WebUI/1_html5_class/03_html5_text.html HTTP/1.1" 200 1550
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:37:02 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:37:02 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:37:02 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:37:02 +0900] "GET /WebUI/1_html5_class/03_html5_text.html HTTP/1.1" 200 1550
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:37:02 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:37:02 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:37:02 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:37:03 +0900] "GET /WebUI/1_html5_class/03_html5_text.html HTTP/1.1" 200 1550
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:37:03 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:37:03 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:37:03 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:38:41 +0900] "GET /WebUI/1_html5_class/03_html5_text.html HTTP/1.1" 200 1675
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:38:41 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:38:41 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:38:41 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:38:57 +0900] "GET /WebUI/1_html5_class/03_html5_text.html HTTP/1.1" 200 1679
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:38:57 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:38:57 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:38:57 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:40:20 +0900] "GET /WebUI/1_html5_class/03_html5_text.html HTTP/1.1" 200 1696
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:40:20 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:40:20 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:40:20 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:41:02 +0900] "GET /WebUI/1_html5_class/03_html5_text.html HTTP/1.1" 200 1704
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:41:02 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:41:02 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:41:02 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:41:40 +0900] "GET /WebUI/1_html5_class/03_html5_text.html HTTP/1.1" 200 1719
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:41:40 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:41:40 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:41:40 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:41:53 +0900] "GET /WebUI/1_html5_class/03_html5_text.html HTTP/1.1" 200 1724
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:41:53 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:41:53 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:41:54 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:08 +0900] "GET /WebUI/1_html5_class/03_html5_text.html HTTP/1.1" 200 1724
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:08 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:08 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:08 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:09 +0900] "GET /WebUI/1_html5_class/03_html5_text.html HTTP/1.1" 200 1724
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:09 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:09 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:09 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:16 +0900] "GET /WebUI/1_html5_class/03_html5_text.html HTTP/1.1" 200 1741
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:16 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:16 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:16 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:57 +0900] "GET /WebUI/1_html5_class/03_html5_text.html HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:57 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:57 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:57 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:58 +0900] "GET /WebUI/1_html5_class/03_html5_text.html HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:58 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:58 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:58 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:59 +0900] "GET /WebUI/1_html5_class/03_html5_text.html HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:59 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:59 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:59 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:59 +0900] "GET /WebUI/1_html5_class/03_html5_text.html HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:59 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:59 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:59 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:59 +0900] "GET /WebUI/1_html5_class/03_html5_text.html HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:59 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:59 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:59 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:59 +0900] "GET /WebUI/1_html5_class/03_html5_text.html HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:59 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:59 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:59 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:59 +0900] "GET /WebUI/1_html5_class/03_html5_text.html HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:59 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:59 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:59 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:42:59 +0900] "GET /WebUI/1_html5_class/03_html5_text.html HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:43:00 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:43:00 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:43:00 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:43:00 +0900] "GET /WebUI/1_html5_class/03_html5_text.html HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:43:00 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:43:00 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:43:00 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:43:34 +0900] "GET /WebUI/1_html5_class/03_html5_text.html HTTP/1.1" 200 1921
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:43:34 +0900] "GET /WebUI/images/new/road1.jpg HTTP/1.1" 200 40372
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:43:34 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:43:34 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:43:35 +0900] "GET /WebUI/1_html5_class/03_html5_text.html HTTP/1.1" 200 1921
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:43:35 +0900] "GET /WebUI/images/new/road2.jpg HTTP/1.1" 200 46040
